Unnamed: 0,district,municipality,parish,neighborhood,neighborhood_link
0,,aveiro,gloria e vera cruz,zona historica beira mar,https://www.idealista.pt/arrendar-casas/gloria-e-vera-cruz/zona-historica-beira-mar/
1,,aveiro,gloria e vera cruz,estacao avenida,https://www.idealista.pt/arrendar-casas/gloria-e-vera-cruz/estacao-avenida/
2,,aveiro,gloria e vera cruz,bairro do liceu 5 bicas,https://www.idealista.pt/arrendar-casas/gloria-e-vera-cruz/bairro-do-liceu-5-bicas/
3,,aveiro,gloria e vera cruz,forca,https://www.idealista.pt/arrendar-casas/gloria-e-vera-cruz/forca/
4,,aveiro,gloria e vera cruz,sa barrocas,https://www.idealista.pt/arrendar-casas/gloria-e-vera-cruz/sa-barrocas/
5,,aveiro,gloria e vera cruz,universidade mario sacramento santiago,https://www.idealista.pt/arrendar-casas/gloria-e-vera-cruz/universidade-mario-sacramento-santiago/
6,,aveiro,gloria e vera cruz,baixa de santo antonio alboi,https://www.idealista.pt/arrendar-casas/gloria-e-vera-cruz/baixa-de-santo-antonio-alboi/
7,,aveiro,gloria e vera cruz,vilar,https://www.idealista.pt/arrendar-casas/gloria-e-vera-cruz/vilar/
8,,ovar,ovar sao joao arada sao vicente de pereira jusa,furadouro,https://www.idealista.pt/arrendar-casas/ovar-sao-joao-arada-sao-vicente-de-pereira-jusa/furadouro/
9,,ovar,ovar sao joao arada sao vicente de pereira jusa,centro de ovar,https://www.idealista.pt/arrendar-casas/ovar-sao-joao-arada-sao-vicente-de-pereira-jusa/centro-de-ovar/
10,,oliveira de azemeis,oliveira de azemeis santiago da riba ul ul macinhata da seixa madail,centro de oliveira de azemeis,https://www.idealista.pt/arrendar-casas/oliveira-de-azemeis-santiago-da-riba-ul-ul-macinhata-da-seixa-madail/centro-de-oliveira-de-azemeis/
11,,oliveira de azemeis,oliveira de azemeis santiago da riba ul ul macinhata da seixa madail,santiago da riba ul,https://www.idealista.pt/arrendar-casas/oliveira-de-azemeis-santiago-da-riba-ul-ul-macinhata-da-seixa-madail/santiago-da-riba-ul/
12,,esposende,apulia e fao,praia de ofir,https://www.idealista.pt/arrendar-casas/apulia-e-fao/praia-de-ofir/
13,,esposende,apulia e fao,fao,https://www.idealista.pt/arrendar-casas/apulia-e-fao/fao/
14,,esposende,apulia e fao,apulia,https://www.idealista.pt/arrendar-casas/apulia-e-fao/apulia/
15,,esposende,apulia e fao,praia da ramalha,https://www.idealista.pt/arrendar-casas/apulia-e-fao/praia-da-ramalha/
16,,vila nova de famalicao,vila nova de famalicao e calendario,centro,https://www.idealista.pt/arrendar-casas/vila-nova-de-famalicao-e-calendario/centro/
17,,vila nova de famalicao,vila nova de famalicao e calendario,calendario,https://www.idealista.pt/arrendar-casas/vila-nova-de-famalicao-e-calendario/calendario/
18,,coimbra,cidade de coimbra,baixa,https://www.idealista.pt/arrendar-casas/cidade-de-coimbra/baixa/
19,,coimbra,cidade de coimbra,alta praca da republica,https://www.idealista.pt/arrendar-casas/cidade-de-coimbra/alta-praca-da-republica/
20,,coimbra,cidade de coimbra,penedo da saudade,https://www.idealista.pt/arrendar-casas/cidade-de-coimbra/penedo-da-saudade/
21,,coimbra,cidade de coimbra,terracos do rio,https://www.idealista.pt/arrendar-casas/cidade-de-coimbra/terracos-do-rio/
22,,coimbra,santo antonio dos olivais,celas,https://www.idealista.pt/arrendar-casas/santo-antonio-dos-olivais/celas/
23,,coimbra,santo antonio dos olivais,solum,https://www.idealista.pt/arrendar-casas/santo-antonio-dos-olivais/solum/
24,,coimbra,santo antonio dos olivais,bairro norton de matos,https://www.idealista.pt/arrendar-casas/santo-antonio-dos-olivais/bairro-norton-de-matos/
25,,coimbra,santo antonio dos olivais,olivais,https://www.idealista.pt/arrendar-casas/santo-antonio-dos-olivais/olivais/
26,,coimbra,santo antonio dos olivais,alto de s joao portela pinhal de marrocos,https://www.idealista.pt/arrendar-casas/santo-antonio-dos-olivais/alto-de-s-joao-portela-pinhal-de-marrocos/
27,,coimbra,santo antonio dos olivais,quinta dos jeronimos,https://www.idealista.pt/arrendar-casas/santo-antonio-dos-olivais/quinta-dos-jeronimos/
28,,coimbra,santo antonio dos olivais,chao do bispo,https://www.idealista.pt/arrendar-casas/santo-antonio-dos-olivais/chao-do-bispo/
29,,coimbra,santo antonio dos olivais,vale das flores,https://www.idealista.pt/arrendar-casas/santo-antonio-dos-olivais/vale-das-flores/
30,,coimbra,santo antonio dos olivais,casa branca,https://www.idealista.pt/arrendar-casas/santo-antonio-dos-olivais/casa-branca/
31,,coimbra,santo antonio dos olivais,quinta da maia,https://www.idealista.pt/arrendar-casas/santo-antonio-dos-olivais/quinta-da-maia/
32,,figueira da foz,buarcos e sao juliao,cidade da figueira da foz,https://www.idealista.pt/arrendar-casas/buarcos-e-sao-juliao/cidade-da-figueira-da-foz/
33,,figueira da foz,buarcos e sao juliao,bairro novo sotto mayor,https://www.idealista.pt/arrendar-casas/buarcos-e-sao-juliao/cidade-da-figueira-da-foz/bairro-novo-sotto-mayor/
34,,figueira da foz,buarcos e sao juliao,centro,https://www.idealista.pt/arrendar-casas/buarcos-e-sao-juliao/cidade-da-figueira-da-foz/centro/
35,,figueira da foz,buarcos e sao juliao,praia de buarcos,https://www.idealista.pt/arrendar-casas/buarcos-e-sao-juliao/praia-de-buarcos/
36,,figueira da foz,buarcos e sao juliao,abadias,https://www.idealista.pt/arrendar-casas/buarcos-e-sao-juliao/cidade-da-figueira-da-foz/abadias/
37,,figueira da foz,buarcos e sao juliao,monte alto senhora da encarnacao fonte nova,https://www.idealista.pt/arrendar-casas/buarcos-e-sao-juliao/monte-alto-senhora-da-encarnacao-fonte-nova/
38,,figueira da foz,buarcos e sao juliao,vais serra da boa viagem,https://www.idealista.pt/arrendar-casas/buarcos-e-sao-juliao/vais-serra-da-boa-viagem/
39,,figueira da foz,buarcos e sao juliao,estacao varzea,https://www.idealista.pt/arrendar-casas/buarcos-e-sao-juliao/cidade-da-figueira-da-foz/estacao-varzea/
40,,figueira da foz,buarcos e sao juliao,tamargueira,https://www.idealista.pt/arrendar-casas/buarcos-e-sao-juliao/tamargueira/
41,,figueira da foz,cidade da figueira da foz,bairro novo sotto mayor,https://www.idealista.pt/arrendar-casas/buarcos-e-sao-juliao/cidade-da-figueira-da-foz/bairro-novo-sotto-mayor/
42,,figueira da foz,cidade da figueira da foz,centro,https://www.idealista.pt/arrendar-casas/buarcos-e-sao-juliao/cidade-da-figueira-da-foz/centro/
43,,figueira da foz,cidade da figueira da foz,abadias,https://www.idealista.pt/arrendar-casas/buarcos-e-sao-juliao/cidade-da-figueira-da-foz/abadias/
44,,figueira da foz,cidade da figueira da foz,estacao varzea,https://www.idealista.pt/arrendar-casas/buarcos-e-sao-juliao/cidade-da-figueira-da-foz/estacao-varzea/
45,,buarcos e sao juliao,cidade da figueira da foz,bairro novo sotto mayor,https://www.idealista.pt/arrendar-casas/buarcos-e-sao-juliao/cidade-da-figueira-da-foz/bairro-novo-sotto-mayor/
46,,buarcos e sao juliao,cidade da figueira da foz,centro,https://www.idealista.pt/arrendar-casas/buarcos-e-sao-juliao/cidade-da-figueira-da-foz/centro/
47,,buarcos e sao juliao,cidade da figueira da foz,abadias,https://www.idealista.pt/arrendar-casas/buarcos-e-sao-juliao/cidade-da-figueira-da-foz/abadias/
48,,buarcos e sao juliao,cidade da figueira da foz,estacao varzea,https://www.idealista.pt/arrendar-casas/buarcos-e-sao-juliao/cidade-da-figueira-da-foz/estacao-varzea/
49,,loule,quarteira,vilamoura,https://www.idealista.pt/arrendar-casas/quarteira/vilamoura/
50,,loule,quarteira,quarteira,https://www.idealista.pt/arrendar-casas/quarteira/quarteira/
51,,loule,quarteira,marina de vilamoura,https://www.idealista.pt/arrendar-casas/quarteira/vilamoura/marina-de-vilamoura/
52,,loule,quarteira,canais do golfe sector 5,https://www.idealista.pt/arrendar-casas/quarteira/vilamoura/canais-do-golfe-sector-5/
53,,loule,quarteira,tenis clube do lago,https://www.idealista.pt/arrendar-casas/quarteira/vilamoura/tenis-clube-do-lago/
54,,loule,quarteira,praia de quarteira,https://www.idealista.pt/arrendar-casas/quarteira/quarteira/praia-de-quarteira/
55,,loule,quarteira,victoria monte laguna,https://www.idealista.pt/arrendar-casas/quarteira/vilamoura/victoria-monte-laguna/
56,,loule,quarteira,barca do lago eden planalto,https://www.idealista.pt/arrendar-casas/quarteira/vilamoura/barca-do-lago-eden-planalto/
57,,loule,quarteira,pinhal da marina,https://www.idealista.pt/arrendar-casas/quarteira/vilamoura/pinhal-da-marina/
58,,loule,quarteira,pinhal velho terracos do pinhal encosta das oliveiras,https://www.idealista.pt/arrendar-casas/quarteira/vilamoura/pinhal-velho-terracos-do-pinhal-encosta-das-oliveiras/
59,,loule,vilamoura,marina de vilamoura,https://www.idealista.pt/arrendar-casas/quarteira/vilamoura/marina-de-vilamoura/
60,,loule,vilamoura,canais do golfe sector 5,https://www.idealista.pt/arrendar-casas/quarteira/vilamoura/canais-do-golfe-sector-5/
61,,loule,vilamoura,tenis clube do lago,https://www.idealista.pt/arrendar-casas/quarteira/vilamoura/tenis-clube-do-lago/
62,,loule,vilamoura,victoria monte laguna,https://www.idealista.pt/arrendar-casas/quarteira/vilamoura/victoria-monte-laguna/
63,,loule,vilamoura,barca do lago eden planalto,https://www.idealista.pt/arrendar-casas/quarteira/vilamoura/barca-do-lago-eden-planalto/
64,,loule,vilamoura,pinhal da marina,https://www.idealista.pt/arrendar-casas/quarteira/vilamoura/pinhal-da-marina/
65,,loule,vilamoura,pinhal velho terracos do pinhal encosta das oliveiras,https://www.idealista.pt/arrendar-casas/quarteira/vilamoura/pinhal-velho-terracos-do-pinhal-encosta-das-oliveiras/
66,,loule,vilamoura,aldeia do golf alto do golf,https://www.idealista.pt/arrendar-casas/quarteira/vilamoura/aldeia-do-golf-alto-do-golf/
67,,loule,vilamoura,old village,https://www.idealista.pt/arrendar-casas/quarteira/vilamoura/old-village/
68,,loule,vilamoura,hilton rua do brasil,https://www.idealista.pt/arrendar-casas/quarteira/vilamoura/hilton-rua-do-brasil/
69,,loule,almancil,vale do lobo,https://www.idealista.pt/arrendar-casas/almancil/vale-do-lobo/
70,,loule,almancil,quinta do lago pinheiros altos,https://www.idealista.pt/arrendar-casas/almancil/quinta-do-lago-pinheiros-altos/
71,,loule,almancil,the village fonte algarve quinta verde,https://www.idealista.pt/arrendar-casas/almancil/the-village-fonte-algarve-quinta-verde/
72,,loule,almancil,vale formoso vale d eguas,https://www.idealista.pt/arrendar-casas/almancil/vale-formoso-vale-d-eguas/
73,,loule,almancil,centro,https://www.idealista.pt/arrendar-casas/almancil/centro/
74,,loule,almancil,sao lourenco sao joao da venda,https://www.idealista.pt/arrendar-casas/almancil/sao-lourenco-sao-joao-da-venda/
75,,loule,almancil,vale do garrao varandas do lago quinta da salinas,https://www.idealista.pt/arrendar-casas/almancil/vale-do-garrao-varandas-do-lago-quinta-da-salinas/
76,,loule,quarteira,praia de quarteira,https://www.idealista.pt/arrendar-casas/quarteira/quarteira/praia-de-quarteira/
77,,loule,quarteira,centro quarteira velha,https://www.idealista.pt/arrendar-casas/quarteira/quarteira/centro-quarteira-velha/
78,,loule,quarteira,zona nascente,https://www.idealista.pt/arrendar-casas/quarteira/quarteira/zona-nascente/
79,,loule,quarteira,quinta do romao,https://www.idealista.pt/arrendar-casas/quarteira/quarteira/quinta-do-romao/
80,,loule,quarteira,forte novo abelheira,https://www.idealista.pt/arrendar-casas/quarteira/quarteira/forte-novo-abelheira/
81,,loule,quarteira,zona norte,https://www.idealista.pt/arrendar-casas/quarteira/quarteira/zona-norte/
82,,quarteira,vilamoura,marina de vilamoura,https://www.idealista.pt/arrendar-casas/quarteira/vilamoura/marina-de-vilamoura/
83,,quarteira,vilamoura,canais do golfe sector 5,https://www.idealista.pt/arrendar-casas/quarteira/vilamoura/canais-do-golfe-sector-5/
84,,quarteira,vilamoura,tenis clube do lago,https://www.idealista.pt/arrendar-casas/quarteira/vilamoura/tenis-clube-do-lago/
85,,quarteira,vilamoura,victoria monte laguna,https://www.idealista.pt/arrendar-casas/quarteira/vilamoura/victoria-monte-laguna/
86,,quarteira,vilamoura,barca do lago eden planalto,https://www.idealista.pt/arrendar-casas/quarteira/vilamoura/barca-do-lago-eden-planalto/
87,,quarteira,vilamoura,pinhal da marina,https://www.idealista.pt/arrendar-casas/quarteira/vilamoura/pinhal-da-marina/
88,,quarteira,vilamoura,pinhal velho terracos do pinhal encosta das oliveiras,https://www.idealista.pt/arrendar-casas/quarteira/vilamoura/pinhal-velho-terracos-do-pinhal-encosta-das-oliveiras/
89,,quarteira,vilamoura,aldeia do golf alto do golf,https://www.idealista.pt/arrendar-casas/quarteira/vilamoura/aldeia-do-golf-alto-do-golf/
90,,quarteira,vilamoura,old village,https://www.idealista.pt/arrendar-casas/quarteira/vilamoura/old-village/
91,,quarteira,vilamoura,hilton rua do brasil,https://www.idealista.pt/arrendar-casas/quarteira/vilamoura/hilton-rua-do-brasil/
92,,quarteira,quarteira,praia de quarteira,https://www.idealista.pt/arrendar-casas/quarteira/quarteira/praia-de-quarteira/
93,,quarteira,quarteira,centro quarteira velha,https://www.idealista.pt/arrendar-casas/quarteira/quarteira/centro-quarteira-velha/
94,,quarteira,quarteira,zona nascente,https://www.idealista.pt/arrendar-casas/quarteira/quarteira/zona-nascente/
95,,quarteira,quarteira,quinta do romao,https://www.idealista.pt/arrendar-casas/quarteira/quarteira/quinta-do-romao/
96,,quarteira,quarteira,forte novo abelheira,https://www.idealista.pt/arrendar-casas/quarteira/quarteira/forte-novo-abelheira/
97,,quarteira,quarteira,zona norte,https://www.idealista.pt/arrendar-casas/quarteira/quarteira/zona-norte/
98,,tavira,tavira,pegada mato santo espirito vale carangueijo,https://www.idealista.pt/arrendar-casas/tavira/pegada-mato-santo-espirito-vale-carangueijo/
99,,tavira,tavira,centro historico,https://www.idealista.pt/arrendar-casas/tavira/centro-historico/
100,,tavira,tavira,colina de asseca quinta de perogil sao pedro,https://www.idealista.pt/arrendar-casas/tavira/colina-de-asseca-quinta-de-perogil-sao-pedro/
101,,tavira,tavira,santa margarida bernardinheiro,https://www.idealista.pt/arrendar-casas/tavira/santa-margarida-bernardinheiro/
102,,tavira,tavira,porta nova,https://www.idealista.pt/arrendar-casas/tavira/porta-nova/
103,,tavira,tavira,quinta da foz escolas,https://www.idealista.pt/arrendar-casas/tavira/quinta-da-foz-escolas/
104,,tavira,tavira,serra,https://www.idealista.pt/arrendar-casas/tavira/serra/
105,,portimao,portimao,praia da rocha,https://www.idealista.pt/arrendar-casas/portimao/praia-da-rocha/
106,,portimao,portimao,portimao cidade,https://www.idealista.pt/arrendar-casas/portimao/portimao-cidade/
107,,portimao,portimao,tres castelos,https://www.idealista.pt/arrendar-casas/portimao/tres-castelos/
108,,portimao,portimao,amparo alto do quintao,https://www.idealista.pt/arrendar-casas/portimao/portimao-cidade/amparo-alto-do-quintao/
109,,portimao,portimao,encosta da marina,https://www.idealista.pt/arrendar-casas/portimao/encosta-da-marina/
110,,portimao,portimao,tres bicos bemposta,https://www.idealista.pt/arrendar-casas/portimao/portimao-cidade/tres-bicos-bemposta/
111,,portimao,portimao,vale de lagar quinta das oliveiras pedra mourinha,https://www.idealista.pt/arrendar-casas/portimao/portimao-cidade/vale-de-lagar-quinta-das-oliveiras-pedra-mourinha/
112,,portimao,portimao,vale franca barranco do rodrigo,https://www.idealista.pt/arrendar-casas/portimao/vale-franca-barranco-do-rodrigo/
113,,portimao,portimao,zona ribeirinha,https://www.idealista.pt/arrendar-casas/portimao/portimao-cidade/zona-ribeirinha/
114,,portimao,portimao,aldeia do carrasco boavista vale da arrancada,https://www.idealista.pt/arrendar-casas/portimao/aldeia-do-carrasco-boavista-vale-da-arrancada/
115,,portimao,portimao cidade,amparo alto do quintao,https://www.idealista.pt/arrendar-casas/portimao/portimao-cidade/amparo-alto-do-quintao/
116,,portimao,portimao cidade,tres bicos bemposta,https://www.idealista.pt/arrendar-casas/portimao/portimao-cidade/tres-bicos-bemposta/
117,,portimao,portimao cidade,vale de lagar quinta das oliveiras pedra mourinha,https://www.idealista.pt/arrendar-casas/portimao/portimao-cidade/vale-de-lagar-quinta-das-oliveiras-pedra-mourinha/
118,,portimao,portimao cidade,zona ribeirinha,https://www.idealista.pt/arrendar-casas/portimao/portimao-cidade/zona-ribeirinha/
119,,portimao,portimao cidade,portimao,https://www.idealista.pt/arrendar-casas/portimao/portimao-cidade/portimao/
120,,portimao,alvor,alagoas pedregais,https://www.idealista.pt/arrendar-casas/alvor/alagoas-pedregais/
121,,portimao,alvor,centro,https://www.idealista.pt/arrendar-casas/alvor/centro/
122,,portimao,alvor,dourada ma partilha,https://www.idealista.pt/arrendar-casas/alvor/dourada-ma-partilha/
123,,portimao,alvor,ladeira de nora vale da zorra,https://www.idealista.pt/arrendar-casas/alvor/ladeira-de-nora-vale-da-zorra/
124,,portimao,alvor,marachique amoreira delgadas,https://www.idealista.pt/arrendar-casas/alvor/marachique-amoreira-delgadas/
125,,portimao,alvor,montes de alvor,https://www.idealista.pt/arrendar-casas/alvor/montes-de-alvor/
126,,portimao,alvor,torralta prainha,https://www.idealista.pt/arrendar-casas/alvor/torralta-prainha/
127,,portimao,portimao cidade,amparo alto do quintao,https://www.idealista.pt/arrendar-casas/portimao/portimao-cidade/amparo-alto-do-quintao/
128,,portimao,portimao cidade,tres bicos bemposta,https://www.idealista.pt/arrendar-casas/portimao/portimao-cidade/tres-bicos-bemposta/
129,,portimao,portimao cidade,vale de lagar quinta das oliveiras pedra mourinha,https://www.idealista.pt/arrendar-casas/portimao/portimao-cidade/vale-de-lagar-quinta-das-oliveiras-pedra-mourinha/
130,,portimao,portimao cidade,zona ribeirinha,https://www.idealista.pt/arrendar-casas/portimao/portimao-cidade/zona-ribeirinha/
131,,portimao,portimao cidade,portimao,https://www.idealista.pt/arrendar-casas/portimao/portimao-cidade/portimao/
132,,faro,faro,centro,https://www.idealista.pt/arrendar-casas/faro/centro/
133,,faro,faro,horta das figuras lejana senhora da saude,https://www.idealista.pt/arrendar-casas/faro/horta-das-figuras-lejana-senhora-da-saude/
134,,faro,faro,penha vale da amoreira,https://www.idealista.pt/arrendar-casas/faro/penha-vale-da-amoreira/
135,,faro,faro,alto rodes,https://www.idealista.pt/arrendar-casas/faro/alto-rodes/
136,,faro,faro,alto de santo antonio bom joao joao de deus,https://www.idealista.pt/arrendar-casas/faro/alto-de-santo-antonio-bom-joao-joao-de-deus/
137,,faro,faro,areal gordo rio seco ilha da culatra,https://www.idealista.pt/arrendar-casas/faro/areal-gordo-rio-seco-ilha-da-culatra/
138,,faro,faro,arneiro braciais patacao,https://www.idealista.pt/arrendar-casas/faro/arneiro-braciais-patacao/
139,,albufeira,albufeira e olhos de agua,albufeira,https://www.idealista.pt/arrendar-casas/albufeira-e-olhos-de-agua/albufeira/
140,,albufeira,albufeira e olhos de agua,olhos de agua,https://www.idealista.pt/arrendar-casas/albufeira-e-olhos-de-agua/olhos-de-agua/
141,,albufeira,albufeira e olhos de agua,sesmarias cerro de aguia patio,https://www.idealista.pt/arrendar-casas/albufeira-e-olhos-de-agua/sesmarias-cerro-de-aguia-patio/
142,,albufeira,albufeira e olhos de agua,praia da oura areias de s joao,https://www.idealista.pt/arrendar-casas/albufeira-e-olhos-de-agua/albufeira/praia-da-oura-areias-de-s-joao/
143,,albufeira,albufeira e olhos de agua,centro da cidade,https://www.idealista.pt/arrendar-casas/albufeira-e-olhos-de-agua/albufeira/centro-da-cidade/
144,,albufeira,albufeira e olhos de agua,montechoro,https://www.idealista.pt/arrendar-casas/albufeira-e-olhos-de-agua/albufeira/montechoro/
145,,albufeira,albufeira e olhos de agua,quinta da palmeira,https://www.idealista.pt/arrendar-casas/albufeira-e-olhos-de-agua/albufeira/quinta-da-palmeira/
146,,albufeira,albufeira e olhos de agua,santa eulalia,https://www.idealista.pt/arrendar-casas/albufeira-e-olhos-de-agua/albufeira/santa-eulalia/
147,,albufeira,albufeira e olhos de agua,vale pedras,https://www.idealista.pt/arrendar-casas/albufeira-e-olhos-de-agua/albufeira/vale-pedras/
148,,albufeira,albufeira e olhos de agua,branqueira brejos,https://www.idealista.pt/arrendar-casas/albufeira-e-olhos-de-agua/albufeira/branqueira-brejos/
149,,albufeira,albufeira,praia da oura areias de s joao,https://www.idealista.pt/arrendar-casas/albufeira-e-olhos-de-agua/albufeira/praia-da-oura-areias-de-s-joao/
150,,albufeira,albufeira,centro da cidade,https://www.idealista.pt/arrendar-casas/albufeira-e-olhos-de-agua/albufeira/centro-da-cidade/
151,,albufeira,albufeira,montechoro,https://www.idealista.pt/arrendar-casas/albufeira-e-olhos-de-agua/albufeira/montechoro/
152,,albufeira,albufeira,quinta da palmeira,https://www.idealista.pt/arrendar-casas/albufeira-e-olhos-de-agua/albufeira/quinta-da-palmeira/
153,,albufeira,albufeira,santa eulalia,https://www.idealista.pt/arrendar-casas/albufeira-e-olhos-de-agua/albufeira/santa-eulalia/
154,,albufeira,albufeira,vale pedras,https://www.idealista.pt/arrendar-casas/albufeira-e-olhos-de-agua/albufeira/vale-pedras/
155,,albufeira,albufeira,branqueira brejos,https://www.idealista.pt/arrendar-casas/albufeira-e-olhos-de-agua/albufeira/branqueira-brejos/
156,,albufeira,albufeira,correeira,https://www.idealista.pt/arrendar-casas/albufeira-e-olhos-de-agua/albufeira/correeira/
157,,albufeira,albufeira,forte sao joao,https://www.idealista.pt/arrendar-casas/albufeira-e-olhos-de-agua/albufeira/forte-sao-joao/
158,,albufeira,albufeira,marina de albufeira cerro da piedade,https://www.idealista.pt/arrendar-casas/albufeira-e-olhos-de-agua/albufeira/marina-de-albufeira-cerro-da-piedade/
159,,obidos,obidos e sobral da lagoa,odibos,https://www.idealista.pt/arrendar-casas/obidos-e-sobral-da-lagoa/odibos/
160,,obidos,obidos e sobral da lagoa,arelho tras do outeiro,https://www.idealista.pt/arrendar-casas/obidos-e-sobral-da-lagoa/arelho-tras-do-outeiro/
161,,obidos,obidos e sobral da lagoa,sobral da lagoa,https://www.idealista.pt/arrendar-casas/obidos-e-sobral-da-lagoa/sobral-da-lagoa/
162,,lisboa,santo antonio,av da liberdade marques de pombal,https://www.idealista.pt/arrendar-casas/santo-antonio/av-da-liberdade-marques-de-pombal/
163,,lisboa,santo antonio,rato amoreiras,https://www.idealista.pt/arrendar-casas/santo-antonio/rato-amoreiras/
164,,lisboa,santo antonio,campo de santana santa marta,https://www.idealista.pt/arrendar-casas/santo-antonio/campo-de-santana-santa-marta/
165,,lisboa,santo antonio,principe real,https://www.idealista.pt/arrendar-casas/santo-antonio/principe-real/
166,,lisboa,santo antonio,praca da alegria,https://www.idealista.pt/arrendar-casas/santo-antonio/praca-da-alegria/
167,,lisboa,santa maria maior,alfama se,https://www.idealista.pt/arrendar-casas/santa-maria-maior/alfama-se/
168,,lisboa,santa maria maior,baixa,https://www.idealista.pt/arrendar-casas/santa-maria-maior/baixa/
169,,lisboa,santa maria maior,castelo mouraria,https://www.idealista.pt/arrendar-casas/santa-maria-maior/castelo-mouraria/
170,,lisboa,santa maria maior,chiado,https://www.idealista.pt/arrendar-casas/santa-maria-maior/chiado/
171,,lisboa,santa maria maior,rossio martim moniz,https://www.idealista.pt/arrendar-casas/santa-maria-maior/rossio-martim-moniz/
172,,lisboa,avenidas novas,campo pequeno,https://www.idealista.pt/arrendar-casas/avenidas-novas/campo-pequeno/
173,,lisboa,avenidas novas,entrecampos,https://www.idealista.pt/arrendar-casas/avenidas-novas/entrecampos/
174,,lisboa,avenidas novas,sao sebastiao da pedreira,https://www.idealista.pt/arrendar-casas/avenidas-novas/sao-sebastiao-da-pedreira/
175,,lisboa,avenidas novas,gulbenkian praca espanha,https://www.idealista.pt/arrendar-casas/avenidas-novas/gulbenkian-praca-espanha/
176,,lisboa,avenidas novas,bairro azul parque eduardo vii,https://www.idealista.pt/arrendar-casas/avenidas-novas/bairro-azul-parque-eduardo-vii/
177,,lisboa,arroios,sao jorge de arroios,https://www.idealista.pt/arrendar-casas/arroios/sao-jorge-de-arroios/
178,,lisboa,arroios,saldanha picoas,https://www.idealista.pt/arrendar-casas/arroios/sao-jorge-de-arroios/saldanha-picoas/
179,,lisboa,arroios,estefania,https://www.idealista.pt/arrendar-casas/arroios/sao-jorge-de-arroios/estefania/
180,,lisboa,arroios,anjos,https://www.idealista.pt/arrendar-casas/arroios/anjos/
181,,lisboa,arroios,pena,https://www.idealista.pt/arrendar-casas/arroios/pena/
182,,lisboa,arroios,alameda praca do chile almirante reis,https://www.idealista.pt/arrendar-casas/arroios/sao-jorge-de-arroios/alameda-praca-do-chile-almirante-reis/
183,,lisboa,misericordia,bairro alto,https://www.idealista.pt/arrendar-casas/misericordia/bairro-alto/
184,,lisboa,misericordia,santa catarina,https://www.idealista.pt/arrendar-casas/misericordia/santa-catarina/
185,,lisboa,misericordia,principe real sao bento,https://www.idealista.pt/arrendar-casas/misericordia/principe-real-sao-bento/
186,,lisboa,misericordia,cais do sodre santos,https://www.idealista.pt/arrendar-casas/misericordia/cais-do-sodre-santos/
187,,lisboa,misericordia,chiado pc de camoes,https://www.idealista.pt/arrendar-casas/misericordia/chiado-pc-de-camoes/
188,,lisboa,misericordia,bica,https://www.idealista.pt/arrendar-casas/misericordia/bica/
189,,lisboa,estrela,lapa,https://www.idealista.pt/arrendar-casas/estrela/lapa/
190,,lisboa,estrela,santos o velho madragoa,https://www.idealista.pt/arrendar-casas/estrela/santos-o-velho-madragoa/
191,,lisboa,estrela,prazeres,https://www.idealista.pt/arrendar-casas/estrela/prazeres/
192,,lisboa,estrela,alcantara,https://www.idealista.pt/arrendar-casas/estrela/alcantara/
193,,lisboa,alvalade,campo grande,https://www.idealista.pt/arrendar-casas/alvalade/campo-grande/
194,,lisboa,alvalade,alvalade,https://www.idealista.pt/arrendar-casas/alvalade/alvalade/
195,,lisboa,alvalade,sao joao de brito,https://www.idealista.pt/arrendar-casas/alvalade/sao-joao-de-brito/
196,,lisboa,sao jorge de arroios,saldanha picoas,https://www.idealista.pt/arrendar-casas/arroios/sao-jorge-de-arroios/saldanha-picoas/
197,,lisboa,sao jorge de arroios,estefania,https://www.idealista.pt/arrendar-casas/arroios/sao-jorge-de-arroios/estefania/
198,,lisboa,sao jorge de arroios,alameda praca do chile almirante reis,https://www.idealista.pt/arrendar-casas/arroios/sao-jorge-de-arroios/alameda-praca-do-chile-almirante-reis/
199,,lisboa,parque das nacoes,expo central,https://www.idealista.pt/arrendar-casas/parque-das-nacoes/expo-central/
200,,lisboa,parque das nacoes,expo norte,https://www.idealista.pt/arrendar-casas/parque-das-nacoes/expo-norte/
201,,lisboa,parque das nacoes,expo sul,https://www.idealista.pt/arrendar-casas/parque-das-nacoes/expo-sul/
202,,lisboa,parque das nacoes,gare do oriente zona sul,https://www.idealista.pt/arrendar-casas/parque-das-nacoes/gare-do-oriente-zona-sul/
203,,lisboa,campo de ourique,centro,https://www.idealista.pt/arrendar-casas/campo-de-ourique/centro/
204,,lisboa,campo de ourique,largo do rato estrela,https://www.idealista.pt/arrendar-casas/campo-de-ourique/largo-do-rato-estrela/
205,,lisboa,campo de ourique,amoreiras,https://www.idealista.pt/arrendar-casas/campo-de-ourique/amoreiras/
206,,lisboa,campo de ourique,santa isabel,https://www.idealista.pt/arrendar-casas/campo-de-ourique/santa-isabel/
207,,lisboa,campo de ourique,prazeres maria pia,https://www.idealista.pt/arrendar-casas/campo-de-ourique/prazeres-maria-pia/
208,,cascais,cascais e estoril,cascais,https://www.idealista.pt/arrendar-casas/cascais-e-estoril/cascais/
209,,cascais,cascais e estoril,estoril,https://www.idealista.pt/arrendar-casas/cascais-e-estoril/estoril/
